"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","external_gene_name","description"
"ENSMUSG00000038648",19615.574508057,1.15211837663229,0.0607083450682793,18.9779242925579,2.59653254427025e-80,3.82923636966255e-77,"Creb3l2","cAMP responsive element binding protein 3-like 2 [Source:MGI Symbol;Acc:MGI:2442695]"
"ENSMUSG00000024173",844.273094207482,3.39683861720237,0.179919755645047,18.8797422774617,1.67400871385566e-79,2.27884093916181e-76,"Tpsab1","tryptase alpha/beta 1 [Source:MGI Symbol;Acc:MGI:96943]"
"ENSMUSG00000030530",87472.5267833639,1.39180762198263,0.0764171646512396,18.213285304875,4.04904589787504e-74,5.11828323247819e-71,"Furin","furin, paired basic amino acid cleaving enzyme [Source:MGI Symbol;Acc:MGI:97513]"
"ENSMUSG00000032218",4210.1005884328,-1.3177619954243,0.0728808819451477,-18.0810379931474,4.49539458238372e-73,5.30366652829631e-70,"Ccnb2","cyclin B2 [Source:MGI Symbol;Acc:MGI:88311]"
"ENSMUSG00000028680",1874.03415177507,2.00879496172747,0.112810213545984,17.8068536401506,6.25273706702223e-71,6.91591799219327e-68,"Plk3","polo like kinase 3 [Source:MGI Symbol;Acc:MGI:109604]"
"ENSMUSG00000032373",3861.43225217153,1.4115590893683,0.0799143105435028,17.6634082152268,8.02446674160561e-70,8.35346987801144e-67,"Car12","carbonic anhydrase 12 [Source:MGI Symbol;Acc:MGI:1923709]"
"ENSMUSG00000000184",215192.401841632,1.26998607397432,0.0721187227689614,17.6096584245235,2.07694580593656e-69,2.04198388486996e-66,"Ccnd2","cyclin D2 [Source:MGI Symbol;Acc:MGI:88314]"
"ENSMUSG00000020644",28376.1205077927,1.24068372331969,0.0707910764307781,17.5259903631055,9.074755798364e-69,8.45241859808672e-66,"Id2","inhibitor of DNA binding 2 [Source:MGI Symbol;Acc:MGI:96397]"
"ENSMUSG00000058392",4085.59823554108,1.38075039303324,0.07896953567827,17.4845955617437,1.87740220958896e-68,1.66121934515479e-65,"Rrp1b","ribosomal RNA processing 1B [Source:MGI Symbol;Acc:MGI:1919712]"
"ENSMUSG00000029385",1477.07644444992,-2.3270989955393,0.134317029168785,-17.3254203874255,3.02477021106402e-67,2.54901706786666e-64,"Ccng2","cyclin G2 [Source:MGI Symbol;Acc:MGI:1095734]"
"ENSMUSG00000028967",763.167780036729,2.39926821475841,0.139820593385841,17.1596197431198,5.32612105427483e-66,4.28438019534098e-63,"Errfi1","ERBB receptor feedback inhibitor 1 [Source:MGI Symbol;Acc:MGI:1921405]"
"ENSMUSG00000030748",29263.6333435548,1.04753198181311,0.061607683469844,17.00326846936,7.76662196976409e-65,5.97590908690936e-62,"Il4ra","interleukin 4 receptor, alpha [Source:MGI Symbol;Acc:MGI:105367]"
"ENSMUSG00000041112",2264.8783551134,1.40888741885162,0.0829901698254386,16.9765578479363,1.22461045763628e-64,9.0299713619955e-62,"Elmo1","engulfment and cell motility 1 [Source:MGI Symbol;Acc:MGI:2153044]"
"ENSMUSG00000029036",4853.42411806925,1.17738449063977,0.0693662435437836,16.9734503483183,1.29117729319693e-64,9.13998582308241e-62,"Atad3a","ATPase family, AAA domain containing 3A [Source:MGI Symbol;Acc:MGI:1919214]"
"ENSMUSG00000027397",5122.48517018223,1.16926890631406,0.0699347068073147,16.7194367388377,9.46091674512732e-63,6.43960937071223e-60,"Slc20a1","solute carrier family 20, member 1 [Source:MGI Symbol;Acc:MGI:108392]"
"ENSMUSG00000060950",1548.15799620632,1.64340010898095,0.0988968430795455,16.617316163056,5.22184970394982e-62,3.42263237817778e-59,"Trmt61a","tRNA methyltransferase 61A [Source:MGI Symbol;Acc:MGI:2443487]"
"ENSMUSG00000054072",1198.04015232579,-2.37681022589536,0.143129201674849,-16.6060468309943,6.30112262156459e-62,3.98253453692245e-59,"Iigp1","interferon inducible GTPase 1 [Source:MGI Symbol;Acc:MGI:1926259]"
"ENSMUSG00000027405",11202.9796684824,1.02540793077906,0.0630293014568222,16.2687497255781,1.64482011612582e-59,1.00373729638202e-56,"Nop56","NOP56 ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1914384]"
"ENSMUSG00000003541",13557.6568539338,1.16189138981747,0.0715581568436929,16.2370223195579,2.75999962004949e-59,1.59033172432663e-56,"Ier3","immediate early response 3 [Source:MGI Symbol;Acc:MGI:104814]"
"ENSMUSG00000025059",2536.4385711154,1.58876298606151,0.0978516144458805,16.2364514378066,2.78579891812881e-59,1.59033172432663e-56,"Gk","glycerol kinase [Source:MGI Symbol;Acc:MGI:106594]"
"ENSMUSG00000039899",10905.5058817913,1.29162596556256,0.0796561379384805,16.2150212022594,3.94941298414488e-59,2.18414879938788e-56,"Fgl2","fibrinogen-like protein 2 [Source:MGI Symbol;Acc:MGI:103266]"
"ENSMUSG00000023456",15681.9124004891,-1.05327371443827,0.0654768805168663,-16.0861926549319,3.18852303766517e-58,1.70991794538062e-55,"Tpi1","triosephosphate isomerase 1 [Source:MGI Symbol;Acc:MGI:98797]"
"ENSMUSG00000036478",7079.936307534,1.35242634557212,0.0850817713805885,15.8956063517112,6.79676151802346e-57,3.53771437013121e-54,"Btg1","BTG anti-proliferation factor 1 [Source:MGI Symbol;Acc:MGI:88215]"
"ENSMUSG00000045980",3000.06186934213,1.17090477032481,0.0737416605600949,15.8784703440547,8.93304118786244e-57,4.51680085433147e-54,"Tmem104","transmembrane protein 104 [Source:MGI Symbol;Acc:MGI:2444222]"
"ENSMUSG00000055491",6758.2547336726,1.19955767868746,0.0759534080238743,15.7933358080575,3.45799200791735e-56,1.69989123789204e-53,"Pprc1","peroxisome proliferative activated receptor, gamma, coactivator-related 1 [Source:MGI Symbol;Acc:MGI:2385096]"
"ENSMUSG00000018930",1326.80781266911,2.5821591112085,0.164506200149443,15.6964242615949,1.60010636406477e-55,7.65326549320386e-53,"Ccl4","C-C motif chemokine ligand 4 [Source:MGI Symbol;Acc:MGI:98261]"
"ENSMUSG00000058006",9163.08785457532,1.42247608537393,0.091091091477245,15.6159736622464,5.66733044636447e-55,2.6393354449819e-52,"Mdn1","midasin AAA ATPase 1 [Source:MGI Symbol;Acc:MGI:1926159]"
"ENSMUSG00000038279",5896.58381322509,1.0365821252531,0.0664391146915273,15.601985819135,7.05645694917623e-55,3.20200304178389e-52,"Nop2","NOP2 nucleolar protein [Source:MGI Symbol;Acc:MGI:107891]"
"ENSMUSG00000060470",7600.93713194618,1.10403244941331,0.0708433629031042,15.5841338436086,9.33196531245819e-55,4.12869475336432e-52,"Adgrg3","adhesion G protein-coupled receptor G3 [Source:MGI Symbol;Acc:MGI:1859670]"
"ENSMUSG00000045411",2915.45613817433,1.45672004351636,0.0952824212402954,15.2884448626953,9.1304466309503e-53,3.94101253726652e-50,"2410002F23Rik","RIKEN cDNA 2410002F23 gene [Source:MGI Symbol;Acc:MGI:1914226]"
"ENSMUSG00000071714",184039.575731938,0.856141949863553,0.0561577211049483,15.2453114730846,1.7688741633528e-52,7.45327763544154e-50,"Csf2rb2","colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage) [Source:MGI Symbol;Acc:MGI:1339760]"
"ENSMUSG00000006442",8824.60112901685,1.02121773551594,0.0670583623327033,15.2287902655492,2.2776697733976e-52,9.37393534414355e-50,"Srm","spermidine synthase [Source:MGI Symbol;Acc:MGI:102690]"
"ENSMUSG00000027331",2159.19585554502,-1.24394484832272,0.0831864128364254,-14.9537022442447,1.47325745014221e-50,5.92550843071969e-48,"Knstrn","kinetochore-localized astrin/SPAG5 binding [Source:MGI Symbol;Acc:MGI:1289298]"
"ENSMUSG00000024014",6478.69571971814,1.16200996168827,0.0778324457764911,14.9296344229652,2.11422004887918e-50,8.31452271222552e-48,"Pim1","proviral integration site 1 [Source:MGI Symbol;Acc:MGI:97584]"
"ENSMUSG00000033909",5694.04955954274,1.17307350407533,0.0789199407198186,14.8640950991078,5.63714187061285e-50,2.16870651487469e-47,"Usp36","ubiquitin specific peptidase 36 [Source:MGI Symbol;Acc:MGI:1919594]"
"ENSMUSG00000015176",11709.0447368975,1.07185856665012,0.0725358205804162,14.7769551384866,2.06283117887893e-49,7.76721773885541e-47,"Nolc1","nucleolar and coiled-body phosphoprotein 1 [Source:MGI Symbol;Acc:MGI:1918019]"
"ENSMUSG00000027889",6142.33193310094,1.00369916552765,0.0680744153433031,14.7441466880903,3.35533951615221e-49,1.23707173786137e-46,"Ampd2","adenosine monophosphate deaminase 2 [Source:MGI Symbol;Acc:MGI:88016]"
"ENSMUSG00000012443",8403.31348733946,-1.01887488536854,0.069354605570067,-14.6908035449672,7.38330304140621e-49,2.66657783517889e-46,"Kif11","kinesin family member 11 [Source:MGI Symbol;Acc:MGI:1098231]"
"ENSMUSG00000004100",4723.49988143235,1.09602663158136,0.0751840236630683,14.5779193262271,3.88167879302684e-48,1.37388139200392e-45,"Ppan","peter pan homolog [Source:MGI Symbol;Acc:MGI:2178445]"
"ENSMUSG00000058755",4013.04339760781,1.24613655435651,0.0861245543477437,14.4690043831751,1.90205420703298e-47,6.60012809840443e-45,"Osm","oncostatin M [Source:MGI Symbol;Acc:MGI:104749]"
"ENSMUSG00000040747",11670.1289508701,1.05463361398247,0.0732881911142493,14.3902257368912,5.96010622423366e-47,2.02838461250506e-44,"Cd53","CD53 antigen [Source:MGI Symbol;Acc:MGI:88341]"
"ENSMUSG00000027395",4023.15731723243,1.25061703775943,0.0871882292402112,14.3438747254961,1.16372515025419e-46,3.88574414793367e-44,"Polr1b","polymerase (RNA) I polypeptide B [Source:MGI Symbol;Acc:MGI:108014]"
"ENSMUSG00000038037",3989.09822912297,1.38046164029271,0.0964229209797114,14.3167374133291,1.720109372447e-46,5.63718066003603e-44,"Socs1","suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910]"
"ENSMUSG00000020099",8291.84528503909,1.00323486096117,0.0701537996520178,14.3005064007579,2.17223117744382e-46,6.98945002676786e-44,"Unc5b","unc-5 netrin receptor B [Source:MGI Symbol;Acc:MGI:894703]"
"ENSMUSG00000013236",11288.9047856278,1.01474513038262,0.0712994036841102,14.232168544893,5.78593485020911e-46,1.82845873293126e-43,"Ptprs","protein tyrosine phosphatase receptor type S [Source:MGI Symbol;Acc:MGI:97815]"
"ENSMUSG00000020741",9029.55136332527,0.998890158702887,0.070376434143294,14.1935318386413,1.00468567979231e-45,3.11928464478676e-43,"Cluh","clustered mitochondria homolog [Source:MGI Symbol;Acc:MGI:1921398]"
"ENSMUSG00000004709",4353.61234302019,1.07637324818559,0.0759545683060599,14.1712772804966,1.37968032212242e-45,4.20969011389663e-43,"Cd244a","CD244 molecule A [Source:MGI Symbol;Acc:MGI:109294]"
"ENSMUSG00000035828",5738.57382264503,1.30760883449256,0.0927923642469742,14.0917719373144,4.26718629534985e-45,1.27993891303061e-42,"Pim3","proviral integration site 3 [Source:MGI Symbol;Acc:MGI:1355297]"
"ENSMUSG00000053560",4265.87388682343,1.77174959027862,0.125919765291727,14.0704645229752,5.7689216959091e-45,1.70154345420839e-42,"Ier2","immediate early response 2 [Source:MGI Symbol;Acc:MGI:104815]"
"ENSMUSG00000030616",3312.30777790394,1.61660527122203,0.11493715930641,14.0651228982642,6.22146878892473e-45,1.80493988782952e-42,"Sytl2","synaptotagmin-like 2 [Source:MGI Symbol;Acc:MGI:1933366]"
"ENSMUSG00000085385",1644.06477079553,1.34050065615827,0.0956395836210806,14.0161699309489,1.24135589499868e-44,3.54327020545028e-42,"Snhg17","small nucleolar RNA host gene 17 [Source:MGI Symbol;Acc:MGI:1915358]"
"ENSMUSG00000028832",8165.97381516619,-1.06425220213758,0.0761458553769575,-13.97649546215,2.16908998488891e-44,6.09307705755224e-42,"Stmn1","stathmin 1 [Source:MGI Symbol;Acc:MGI:96739]"
"ENSMUSG00000017716",4294.05440946533,-1.0050418730608,0.0721408042418245,-13.9316699283221,4.06733139437878e-44,1.12468068259877e-41,"Birc5","baculoviral IAP repeat-containing 5 [Source:MGI Symbol;Acc:MGI:1203517]"
"ENSMUSG00000038214",1708.17995929501,1.28977667985216,0.0927837933196163,13.900883265348,6.25644933066554e-44,1.70339052007366e-41,"Bend3","BEN domain containing 3 [Source:MGI Symbol;Acc:MGI:2677212]"
"ENSMUSG00000020808",4048.87972112674,-1.08485423727399,0.0780920100446355,-13.8920004319765,7.08291370556229e-44,1.89918672495964e-41,"Pimreg","PICALM interacting mitotic regulator [Source:MGI Symbol;Acc:MGI:1924434]"
"ENSMUSG00000061024",3926.68645613356,1.04976154586031,0.0759533622832205,13.821133315282,1.90053917103769e-43,5.01997637460507e-41,"Rrs1","ribosome biogenesis regulator 1 [Source:MGI Symbol;Acc:MGI:1929721]"
"ENSMUSG00000035615",263.180414368685,-2.95694327136292,0.214937196897198,-13.7572431112386,4.60764799138119e-43,1.19914038975695e-40,"Frmpd1","FERM and PDZ domain containing 1 [Source:MGI Symbol;Acc:MGI:2446274]"
"ENSMUSG00000023505",2708.0713778192,-1.1915706093778,0.0868084707976827,-13.7264324371626,7.0521446882026e-43,1.80872180503075e-40,"Cdca3","cell division cycle associated 3 [Source:MGI Symbol;Acc:MGI:1315198]"
"ENSMUSG00000089726",911.618120877527,1.78139747795644,0.130323930997562,13.6689974306389,1.55523168426877e-42,3.93184787378634e-40,"Mir17hg","Mir17 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:1923207]"
"ENSMUSG00000001918",11642.881773521,1.06347240792673,0.0778628352723048,13.6582800280456,1.8018959797175e-42,4.49128917648741e-40,"Slc1a5","solute carrier family 1 (neutral amino acid transporter), member 5 [Source:MGI Symbol;Acc:MGI:105305]"
"ENSMUSG00000025154",2350.79026151233,-1.3107470877685,0.0962930006672724,-13.6120702302923,3.39489088583919e-42,8.34435888981892e-40,"Arhgap19","Rho GTPase activating protein 19 [Source:MGI Symbol;Acc:MGI:1918335]"
"ENSMUSG00000045817",12390.6528163983,1.36339109530499,0.101258977914602,13.4643971663908,2.5337768810463e-41,6.14249992655842e-39,"Zfp36l2","zinc finger protein 36, C3H type-like 2 [Source:MGI Symbol;Acc:MGI:107945]"
"ENSMUSG00000020899",3812.32136595143,1.00132149198629,0.0748888715859083,13.3707648517261,8.9614594391945e-41,2.14312091480304e-38,"Pfas","phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) [Source:MGI Symbol;Acc:MGI:2684864]"
"ENSMUSG00000019082",3067.96100283002,1.10708971965211,0.0828162505357171,13.368025145918,9.29767156106493e-41,2.19387858154888e-38,"Slc25a22","solute carrier family 25 (mitochondrial carrier, glutamate), member 22 [Source:MGI Symbol;Acc:MGI:1915517]"
"ENSMUSG00000036093",8992.57182807431,0.911774632884229,0.0682995684514776,13.3496397350151,1.19023146275747e-40,2.77151660479198e-38,"Arl5a","ADP-ribosylation factor-like 5A [Source:MGI Symbol;Acc:MGI:1922673]"
"ENSMUSG00000035049",3911.33824966014,1.47167463974282,0.110299948430212,13.3424780399962,1.31030371024676e-40,3.01148633249831e-38,"Rrp12","ribosomal RNA processing 12 homolog [Source:MGI Symbol;Acc:MGI:2147437]"
"ENSMUSG00000001436",3293.14874988736,0.974383557370259,0.0734685695913484,13.2625905579765,3.81486141361682e-40,8.65533364574062e-38,"Slc19a1","solute carrier family 19 (folate transporter), member 1 [Source:MGI Symbol;Acc:MGI:103182]"
"ENSMUSG00000027306",3712.80628597718,-1.02890841418329,0.0776509098736093,-13.2504360329844,4.48589343968703e-40,1.00489691395116e-37,"Nusap1","nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669]"
"ENSMUSG00000038390",3490.2535644857,-1.29333229331075,0.0978275833655864,-13.2205278799284,6.67935286204157e-40,1.47755634499437e-37,"Gpr162","G protein-coupled receptor 162 [Source:MGI Symbol;Acc:MGI:1315214]"
"ENSMUSG00000015053",108198.432389902,0.860465604875771,0.0652507984324016,13.1870509717547,1.04181582552208e-39,2.27617464990916e-37,"Gata2","GATA binding protein 2 [Source:MGI Symbol;Acc:MGI:95662]"
"ENSMUSG00000078853",3514.88256253196,-1.37210087061389,0.104075690016399,-13.1836826678516,1.08940328280494e-39,2.35111827997549e-37,"Igtp","interferon gamma induced GTPase [Source:MGI Symbol;Acc:MGI:107729]"
"ENSMUSG00000040345",6046.90645403831,-0.981242586801517,0.0746324449397793,-13.1476677146686,1.75504782230915e-39,3.74205798932591e-37,"Arhgap9","Rho GTPase activating protein 9 [Source:MGI Symbol;Acc:MGI:2143764]"
"ENSMUSG00000021890",12275.396519284,1.01074259489255,0.0772931643463671,13.0767397536371,4.47213593897604e-39,9.42183210857845e-37,"Eaf1","ELL associated factor 1 [Source:MGI Symbol;Acc:MGI:1921677]"
"ENSMUSG00000031520",2859.95173420316,1.05794371068657,0.0810281362581448,13.0564981442509,5.83507431691165e-39,1.21486247278101e-36,"Vegfc","vascular endothelial growth factor C [Source:MGI Symbol;Acc:MGI:109124]"
"ENSMUSG00000055200",591.641974539928,-2.00990069376453,0.154106571295038,-13.0422776710577,7.03243330167073e-39,1.44712758301938e-36,"Sertad3","SERTA domain containing 3 [Source:MGI Symbol;Acc:MGI:2180697]"
"ENSMUSG00000040204",5847.69897145792,-1.27808325697577,0.098037615828008,-13.0366619606292,7.56993446922683e-39,1.53982908392997e-36,"Pclaf","PCNA clamp associated factor [Source:MGI Symbol;Acc:MGI:1915276]"
"ENSMUSG00000095771",254.270375862728,2.97105839343915,0.228249289329614,13.016725713212,9.82962406347543e-39,1.9767597392196e-36,"Igkv14-111","immunoglobulin kappa variable 14-111 [Source:MGI Symbol;Acc:MGI:4439863]"
"ENSMUSG00000022974",4694.20798184659,1.0052208004266,0.0775874889605083,12.955965116209,2.17384741750191e-38,4.32253682556532e-36,"Paxbp1","PAX3 and PAX7 binding protein 1 [Source:MGI Symbol;Acc:MGI:1914617]"
"ENSMUSG00000021185",2163.54749377381,-1.29596278370952,0.100071072228288,-12.9504236824114,2.33660897171619e-38,4.59455210805126e-36,"Dglucy","D-glutamate cyclase [Source:MGI Symbol;Acc:MGI:2444813]"
"ENSMUSG00000027955",6448.91566494009,-1.35053718600335,0.10458086933102,-12.9138072253791,3.76228888294338e-38,7.31661828147792e-36,"Gask1b","golgi associated kinase 1B [Source:MGI Symbol;Acc:MGI:1915909]"
"ENSMUSG00000029135",5514.25640228059,1.13995867610004,0.0884224641467127,12.8921839840224,4.98128746552107e-38,9.58193959536156e-36,"Fosl2","fos-like antigen 2 [Source:MGI Symbol;Acc:MGI:102858]"
"ENSMUSG00000025880",1763.24515516468,1.21394572800662,0.0949003402886611,12.7917953119464,1.82215303430606e-37,3.46738088689401e-35,"Smad7","SMAD family member 7 [Source:MGI Symbol;Acc:MGI:1100518]"
"ENSMUSG00000024401",1072.80627698045,1.6926277505503,0.132656028465954,12.7595237858693,2.7588247961889e-37,5.19392791682499e-35,"Tnf","tumor necrosis factor [Source:MGI Symbol;Acc:MGI:104798]"
"ENSMUSG00000029177",6092.24253214822,-0.816378689636408,0.064207662824091,-12.7146613617292,4.90228630836043e-37,9.13218534726889e-35,"Cenpa","centromere protein A [Source:MGI Symbol;Acc:MGI:88375]"
"ENSMUSG00000027227",4032.74528116818,-1.3572929585747,0.106801814920704,-12.7085196031774,5.30288264629253e-37,9.77553272827488e-35,"Sord","sorbitol dehydrogenase [Source:MGI Symbol;Acc:MGI:98266]"
"ENSMUSG00000041126",1798.61877723291,-1.29118432988483,0.101664174198563,-12.7004851026773,5.87643160765008e-37,1.07211556866581e-34,"H2az2","H2A.Z histone variant 2 [Source:MGI Symbol;Acc:MGI:1924855]"
"ENSMUSG00000027715",5381.79485661827,-1.07514397529387,0.0847231886867246,-12.6900792092393,6.7117871591875e-37,1.21202548322593e-34,"Ccna2","cyclin A2 [Source:MGI Symbol;Acc:MGI:108069]"
"ENSMUSG00000064363",48200.135455437,0.89056285517714,0.0702645440651908,12.6744272950933,8.19550690805057e-37,1.46500894698759e-34,"mt-Nd4","mitochondrially encoded NADH dehydrogenase 4 [Source:MGI Symbol;Acc:MGI:102498]"
"ENSMUSG00000120992",10028.4357522332,-0.776834838760174,0.0613943412633577,-12.653199346628,1.07410068232233e-36,1.90083597750583e-34,"D17H6S56E-5","DNA segment, Chr 17, human D6S56E 5 [Source:MGI Symbol;Acc:MGI:1306799]"
"ENSMUSG00000024732",1825.66115021462,1.2757155223672,0.101377639250567,12.5837959119773,2.5926588923107e-36,4.54280043734875e-34,"Ccdc86","coiled-coil domain containing 86 [Source:MGI Symbol;Acc:MGI:1277220]"
"ENSMUSG00000032834",3062.31547208195,1.06128833997392,0.0844152645308223,12.5722325917301,3.00127024054599e-36,5.20720386734729e-34,"Pwp2","PWP2 periodic tryptophan protein homolog (yeast) [Source:MGI Symbol;Acc:MGI:1341200]"
"ENSMUSG00000038894",11457.2238537257,1.09432567721542,0.0872066309764987,12.5486521490588,4.04333838393437e-36,6.94708343499869e-34,"Irs2","insulin receptor substrate 2 [Source:MGI Symbol;Acc:MGI:109334]"
"ENSMUSG00000000561",2474.08747614298,1.02684091985468,0.0819386959685326,12.5318191572029,5.00024111329566e-36,8.5085833636532e-34,"Wdr77","WD repeat domain 77 [Source:MGI Symbol;Acc:MGI:1917715]"
"ENSMUSG00000036948",2173.699837416,1.44123803775918,0.11536082496598,12.493305575651,8.12080754800737e-36,1.36870410644844e-33,"Trappc14","trafficking protein particle complex 14 [Source:MGI Symbol;Acc:MGI:2385896]"
"ENSMUSG00000108436",645.652491200315,2.047050828119,0.164014594357839,12.4809065689169,9.48999335342996e-36,1.58438124882689e-33,"Gm44851","predicted gene 44851 [Source:MGI Symbol;Acc:MGI:5753427]"
"ENSMUSG00000057329",3382.71346634137,1.01255937807738,0.0812959376879882,12.455227245961,1.30977878944781e-35,2.16627619036056e-33,"Bcl2","B cell leukemia/lymphoma 2 [Source:MGI Symbol;Acc:MGI:88138]"
"ENSMUSG00000036172",9612.60383461328,0.829765890097671,0.0666374742033717,12.4519408938775,1.36485160948947e-35,2.23646101232733e-33,"Cd200r3","CD200 receptor 3 [Source:MGI Symbol;Acc:MGI:1921853]"
"ENSMUSG00000057541",3578.41866083133,1.06822413449998,0.0859233967465174,12.432284743716,1.74572471232733e-35,2.83432020495934e-33,"Pus7","pseudouridylate synthase 7 [Source:MGI Symbol;Acc:MGI:1925947]"
"ENSMUSG00000002603",20214.2138243197,0.847548929763528,0.0682121010141351,12.4251990066674,1.9075115322983e-35,3.06883923518936e-33,"Tgfb1","transforming growth factor, beta 1 [Source:MGI Symbol;Acc:MGI:98725]"
"ENSMUSG00000042354",5917.13308104292,0.980283500694085,0.0789212053979124,12.4210406537964,2.00930676462454e-35,3.20348664987032e-33,"Gnl3","guanine nucleotide binding protein nucleolar 3 [Source:MGI Symbol;Acc:MGI:1353651]"
"ENSMUSG00000025591",1030.13957419295,1.35911741010729,0.109585955258271,12.4022955943957,2.53942709639657e-35,4.01252154686875e-33,"Tma16","translation machinery associated 16 [Source:MGI Symbol;Acc:MGI:1913532]"
"ENSMUSG00000029415",2580.21588789561,0.970322960691333,0.0784754211769219,12.3646735008118,4.05857049322467e-35,6.35615239102628e-33,"Sdad1","SDA1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2140779]"
"ENSMUSG00000053907",13625.3188338093,0.995997370767372,0.0806368942028212,12.3516335867574,4.77322347295476e-35,7.40980138604214e-33,"Mat2a","methionine adenosyltransferase 2A [Source:MGI Symbol;Acc:MGI:2443731]"
"ENSMUSG00000040459",5884.30808613457,0.881447812432462,0.0715883113270267,12.3127336864515,7.73578320070282e-35,1.19043613306816e-32,"Arglu1","arginine and glutamate rich 1 [Source:MGI Symbol;Acc:MGI:2442985]"
"ENSMUSG00000040620",3979.93169535229,1.03124004212855,0.0840335358545639,12.2717678322296,1.28418481620286e-34,1.95915678382259e-32,"Dhx33","DEAH-box helicase 33 [Source:MGI Symbol;Acc:MGI:2445102]"
"ENSMUSG00000098923",2305.08985011328,1.06508051793841,0.0870038500632787,12.2417630617928,1.85948957542939e-34,2.81259718088666e-32,"Tmem185b","transmembrane protein 185B [Source:MGI Symbol;Acc:MGI:1917634]"
"ENSMUSG00000005338",2901.84818504627,1.0997693334816,0.0899323199898072,12.2288553615235,2.17988700343103e-34,3.26927629658635e-32,"Cadm3","cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:2137858]"
"ENSMUSG00000053801",2871.46831875781,1.16962060775535,0.0956501408493916,12.2281117138866,2.19993265905556e-34,3.27161414010976e-32,"Grwd1","glutamate-rich WD repeat containing 1 [Source:MGI Symbol;Acc:MGI:2141989]"
"ENSMUSG00000061436",924.207389315478,1.50795875901892,0.123369516811267,12.2231066311609,2.33969604493395e-34,3.45046674226634e-32,"Hipk2","homeodomain interacting protein kinase 2 [Source:MGI Symbol;Acc:MGI:1314872]"
"ENSMUSG00000076437",2501.19682568892,-1.16779674005226,0.095761980035022,-12.194784815698,3.31378209326335e-34,4.84661171111417e-32,"Selenoh","selenoprotein H [Source:MGI Symbol;Acc:MGI:1919907]"
